	question	answer
66	Co může být předmětem stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
67	Jaký je účel podání stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
68	Kdo může podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
69	Kdo je oprávněn podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
70	Co se stane po podání stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
71	Jak může být stížnost vyřešena?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
72	Jaké jsou možné reakce Úřadu na stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
73	právní předpisy týkající se stížností	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
74	Kam podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
75	Jak podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
76	Jak může vypadat rozhodnutí o stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
77	Jak vypadá rozhodnutí o stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
78	Kdo vydává Věstník?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
79	Jak často je vydáván Věstník?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
80	Jaké informace najdu ve Věstníku?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
81	Jaké informace jsou zveřejňovány ve Věstníku?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
82	Jsou v Věstníku informace o patentech ?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
83	Jsou v Věstníku informace o vynálezech?	Úřad průmyslového vlastnictví v souladu s právními předpisy vydává Věstník. Od roku 2007 je věstník vydáván s týdenní periodicitou pouze v elektronické podobě. Ve Věstníku jsou zveřejňovány informace o přihláškách i poskytnutých právech, tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.
